date,city,ad_channel,cost,number_of_clients
2023-09-05,Москва,influencers,504.46,75
2023-09-05,Москва,tv,4985.14,96
2023-09-03,Москва,google,4629.38,51
2023-09-04,Москва,facebook,2807.89,40
2023-09-03,Санкт-Петербург,instagram,2993.2,93
2023-09-01,Москва,google,4900.36,14
2023-09-03,Москва,google,2823.76,90
2023-09-03,Москва,instagram,336.22,98
2023-09-01,Санкт-Петербург,google,2801.01,72
2023-09-04,Санкт-Петербург,influencers,4043.5,92
2023-09-02,Москва,facebook,1510.73,34
2023-09-02,Казань,youtube,3283.08,17
2023-09-03,Новосибирск,youtube,2361.13,20
2023-09-01,Санкт-Петербург,facebook,4594.18,87
2023-09-02,Москва,influencers,2550.55,9
2023-09-03,Санкт-Петербург,google,482.0,17
2023-09-04,Москва,google,4545.99,99
2023-09-01,Омск,facebook,2428.57,21
2023-09-04,Москва,facebook,2956.28,48
2023-09-03,Москва,facebook,1739.96,46
2023-09-01,Казань,google,3295.52,83
2023-09-04,Москва,instagram,4387.42,95
2023-09-05,Новосибирск,youtube,2539.67,22
2023-09-01,Челябинск,youtube,634.59,62
2023-09-04,Москва,influencers,1582.07,60
2023-09-02,Москва,instagram,2125.84,57
2023-09-04,Москва,tv,2719.73,69
2023-09-02,Москва,youtube,1676.16,4
2023-09-02,Москва,google,576.57,31
2023-09-05,Москва,facebook,2287.68,94
2023-09-05,Санкт-Петербург,google,4322.18,20
2023-09-05,Челябинск,tv,3721.83,91
2023-09-05,Москва,facebook,3820.36,57
2023-09-02,Екатеринбург,google,3057.5,37
2023-09-02,Ростов-на-Дону,tv,3357.84,77
2023-09-01,Москва,influencers,4655.98,48
2023-09-02,Москва,facebook,4068.66,12
2023-09-01,Санкт-Петербург,influencers,4870.23,36
2023-09-02,Санкт-Петербург,tv,2113.11,4
2023-09-03,Москва,google,1213.36,50
2023-09-05,Москва,tv,1419.91,44
2023-09-01,Казань,influencers,4983.91,23
2023-09-05,Челябинск,tv,1285.45,66
2023-09-01,Москва,influencers,87.65,90
2023-09-05,Санкт-Петербург,facebook,3952.52,99
2023-09-01,Москва,influencers,671.4,31
2023-09-04,Санкт-Петербург,influencers,2459.33,13
2023-09-01,Москва,google,249.41,78
2023-09-03,Нижний Новгород,tv,701.51,2
2023-09-04,Москва,tv,1263.84,53
2023-09-01,Москва,facebook,4723.51,36
2023-09-01,Москва,google,332.62,9
2023-09-02,Москва,instagram,2759.99,71
2023-09-01,Москва,instagram,1141.43,95
2023-09-05,Москва,instagram,347.2,78
2023-09-01,Москва,influencers,4577.94,67
2023-09-02,Самара,youtube,2460.56,24
2023-09-05,Нижний Новгород,instagram,3533.46,89
2023-09-04,Москва,tv,1673.39,64
2023-09-05,Екатеринбург,influencers,4075.7,36
2023-09-05,Москва,youtube,3455.74,37
2023-09-01,Санкт-Петербург,google,4629.88,80
2023-09-03,Москва,influencers,232.37,3
2023-09-02,Москва,facebook,207.92,75
2023-09-03,Москва,tv,2449.12,37
2023-09-02,Санкт-Петербург,tv,2184.17,21
2023-09-04,Москва,youtube,1590.44,12
2023-09-04,Екатеринбург,facebook,3633.74,88
2023-09-04,Москва,facebook,4181.87,31
2023-09-04,Москва,youtube,725.85,27
2023-09-03,Екатеринбург,youtube,3806.96,82
2023-09-05,Санкт-Петербург,google,1208.63,68
2023-09-01,Москва,google,218.32,25
2023-09-03,Москва,google,3850.86,39
2023-09-03,Санкт-Петербург,tv,565.17,6
2023-09-03,Санкт-Петербург,facebook,4998.34,68
2023-09-03,Санкт-Петербург,google,2195.44,31
2023-09-02,Москва,tv,2866.54,9
2023-09-03,Москва,facebook,1683.57,90
2023-09-03,Екатеринбург,tv,605.54,36
2023-09-01,Москва,tv,4940.18,50
2023-09-02,Санкт-Петербург,facebook,3413.1,8
2023-09-03,Москва,facebook,4674.84,28
2023-09-03,Санкт-Петербург,tv,108.07,52
2023-09-03,Москва,instagram,2982.57,89
2023-09-01,Москва,instagram,3360.44,11
2023-09-04,Санкт-Петербург,youtube,3318.22,44
2023-09-01,Москва,google,3350.06,76
2023-09-04,Москва,influencers,4978.66,37
2023-09-01,Москва,instagram,527.45,43
2023-09-03,Санкт-Петербург,instagram,2089.0,31
2023-09-02,Москва,youtube,1165.41,72
2023-09-01,Москва,instagram,2773.0,7
2023-09-02,Санкт-Петербург,google,4732.89,51
2023-09-03,Москва,tv,1307.04,55
2023-09-02,Москва,facebook,2269.69,60
2023-09-03,Екатеринбург,tv,2073.46,37
2023-09-04,Санкт-Петербург,influencers,1497.09,24
2023-09-05,Челябинск,youtube,497.23,19
2023-09-04,Москва,youtube,194.39,21
2023-09-05,Омск,influencers,3837.66,66
2023-09-03,Москва,tv,2222.68,62
2023-09-01,Москва,instagram,1776.84,24
2023-09-05,Нижний Новгород,google,1014.82,57
2023-09-03,Москва,facebook,3088.75,54
2023-09-05,Москва,tv,430.68,41
2023-09-05,Екатеринбург,tv,591.76,57
2023-09-03,Санкт-Петербург,youtube,2830.57,48
2023-09-02,Санкт-Петербург,influencers,4717.63,78
2023-09-03,Санкт-Петербург,influencers,471.0,96
2023-09-03,Москва,facebook,84.72,58
2023-09-04,Самара,facebook,4998.0,86
2023-09-02,Москва,influencers,731.35,7
2023-09-01,Санкт-Петербург,youtube,3286.06,73
2023-09-04,Москва,tv,848.53,78
2023-09-01,Москва,google,1928.6,26
2023-09-01,Москва,youtube,2022.35,63
2023-09-05,Новосибирск,youtube,3442.74,35
2023-09-04,Москва,facebook,1996.13,48
2023-09-02,Москва,influencers,3169.63,57
2023-09-05,Челябинск,youtube,2002.18,99
2023-09-01,Санкт-Петербург,tv,1572.84,48
2023-09-01,Самара,instagram,348.07,2
2023-09-05,Москва,google,1790.09,18
2023-09-04,Нижний Новгород,instagram,866.61,78
2023-09-01,Самара,instagram,3156.84,87
2023-09-05,Москва,youtube,547.91,98
2023-09-04,Москва,facebook,2884.46,34
2023-09-03,Москва,tv,3106.2,89
2023-09-03,Москва,youtube,3263.67,26
2023-09-01,Москва,instagram,1283.15,17
2023-09-01,Санкт-Петербург,facebook,4154.01,65
2023-09-03,Москва,instagram,3702.4,33
2023-09-05,Москва,facebook,4067.25,70
2023-09-04,Санкт-Петербург,facebook,3293.61,24
2023-09-03,Москва,influencers,4051.04,28
2023-09-05,Уфа,youtube,1595.38,38
2023-09-04,Санкт-Петербург,tv,1029.96,33
2023-09-05,Москва,google,3996.95,15
2023-09-02,Санкт-Петербург,influencers,4882.06,51
2023-09-01,Санкт-Петербург,influencers,401.54,7
2023-09-03,Москва,instagram,923.35,97
2023-09-04,Казань,instagram,1754.15,26
2023-09-03,Москва,youtube,1509.21,51
2023-09-02,Москва,tv,678.25,79
2023-09-05,Екатеринбург,tv,730.52,52
2023-09-05,Москва,influencers,1529.28,49
2023-09-02,Москва,youtube,3030.66,9
2023-09-03,Москва,youtube,413.17,79
2023-09-01,Москва,tv,2741.52,78
2023-09-01,Москва,facebook,981.23,79
2023-09-04,Санкт-Петербург,facebook,3026.42,37
2023-09-02,Москва,tv,3726.57,67
2023-09-03,Москва,facebook,3328.08,100
2023-09-05,Москва,tv,927.34,70
2023-09-02,Санкт-Петербург,influencers,4088.38,87
2023-09-05,Челябинск,youtube,2581.3,17
2023-09-01,Санкт-Петербург,instagram,3374.45,61
2023-09-04,Ростов-на-Дону,facebook,4858.86,71
2023-09-05,Москва,instagram,1123.6,22
2023-09-05,Москва,google,926.46,13
2023-09-05,Москва,google,1421.54,22
2023-09-01,Москва,tv,221.63,30
2023-09-05,Москва,influencers,863.93,74
2023-09-01,Москва,google,557.93,90
2023-09-01,Санкт-Петербург,youtube,2096.05,35
2023-09-01,Санкт-Петербург,facebook,2288.75,56
2023-09-05,Москва,google,3151.66,93
2023-09-01,Москва,instagram,2650.58,79
2023-09-02,Москва,tv,4958.9,77
2023-09-05,Санкт-Петербург,youtube,116.63,63
2023-09-04,Москва,google,4404.11,89
2023-09-03,Санкт-Петербург,google,1774.61,33
2023-09-04,Москва,google,4782.16,17
2023-09-02,Москва,facebook,2906.19,30
2023-09-02,Москва,facebook,596.7,17
2023-09-01,Санкт-Петербург,instagram,1663.26,17
2023-09-03,Санкт-Петербург,influencers,2105.48,90
2023-09-04,Москва,influencers,1330.9,82
2023-09-05,Москва,influencers,205.28,62
2023-09-05,Санкт-Петербург,instagram,3816.8,71
2023-09-02,Москва,influencers,2992.97,21
2023-09-05,Москва,facebook,3675.3,51
2023-09-02,Москва,youtube,1230.43,67
2023-09-02,Екатеринбург,instagram,4361.28,37
2023-09-05,Москва,google,1589.0,22
2023-09-03,Омск,google,3170.31,79
2023-09-04,Москва,instagram,349.7,52
2023-09-02,Уфа,facebook,3782.72,58
2023-09-02,Москва,instagram,307.3,28
2023-09-02,Москва,instagram,3995.93,94
2023-09-05,Москва,instagram,1337.64,49
2023-09-01,Санкт-Петербург,google,2856.43,35
2023-09-04,Санкт-Петербург,youtube,4878.19,85
2023-09-03,Санкт-Петербург,facebook,629.72,30
2023-09-01,Москва,facebook,1444.3,18
2023-09-05,Санкт-Петербург,google,4267.7,91
2023-09-01,Москва,tv,3332.7,98
2023-09-01,Москва,youtube,2919.27,10
2023-09-02,Москва,tv,1101.55,46
2023-09-05,Москва,instagram,3342.23,4
2023-09-04,Москва,google,1272.62,32
2023-09-03,Москва,youtube,4275.26,10
2023-09-01,Москва,influencers,4639.51,17
2023-09-01,Санкт-Петербург,google,3018.86,8
2023-09-03,Санкт-Петербург,instagram,1938.58,18
2023-09-03,Нижний Новгород,tv,2601.3,20
2023-09-04,Санкт-Петербург,tv,1879.59,75
2023-09-04,Санкт-Петербург,influencers,3435.11,42
2023-09-05,Москва,influencers,4789.2,60
2023-09-03,Екатеринбург,youtube,1783.25,54
2023-09-04,Санкт-Петербург,instagram,3624.08,79
2023-09-04,Новосибирск,facebook,4470.21,75
2023-09-05,Уфа,youtube,2551.95,25
2023-09-05,Челябинск,google,380.14,58
2023-09-02,Москва,youtube,4307.77,74
2023-09-05,Москва,instagram,4684.2,9
2023-09-04,Москва,google,2081.04,40
2023-09-01,Санкт-Петербург,youtube,1889.5,41
2023-09-01,Самара,tv,2155.55,10
2023-09-04,Москва,influencers,2367.34,77
2023-09-01,Санкт-Петербург,facebook,2122.8,16
2023-09-05,Санкт-Петербург,facebook,4843.41,51
2023-09-03,Москва,tv,2180.88,86
2023-09-02,Нижний Новгород,instagram,4488.25,29
2023-09-05,Москва,google,959.98,87
2023-09-04,Москва,youtube,1301.98,32
2023-09-03,Самара,instagram,4233.2,90
2023-09-03,Нижний Новгород,youtube,73.75,61
2023-09-03,Санкт-Петербург,influencers,4789.36,19
2023-09-02,Москва,google,3857.91,74
2023-09-01,Москва,google,797.57,10
2023-09-05,Санкт-Петербург,facebook,2314.61,66
2023-09-03,Санкт-Петербург,youtube,2251.63,70
2023-09-03,Москва,tv,4024.5,46
2023-09-02,Москва,influencers,3462.93,73
2023-09-02,Москва,google,591.21,22
2023-09-04,Москва,youtube,1443.91,68
2023-09-02,Москва,google,339.3,57
2023-09-04,Санкт-Петербург,tv,775.73,77
2023-09-02,Москва,instagram,4532.65,50
2023-09-04,Санкт-Петербург,facebook,2164.17,41
2023-09-05,Санкт-Петербург,instagram,4636.18,52
2023-09-02,Москва,facebook,662.17,67
2023-09-04,Ростов-на-Дону,influencers,3889.27,73
2023-09-02,Казань,instagram,4177.03,20
2023-09-02,Москва,tv,2346.96,10
2023-09-02,Ростов-на-Дону,tv,1622.51,24
2023-09-02,Санкт-Петербург,influencers,4635.18,3
2023-09-03,Москва,tv,4106.78,27
2023-09-01,Москва,youtube,2674.61,49
2023-09-02,Санкт-Петербург,google,1880.47,89
2023-09-02,Нижний Новгород,instagram,3119.55,12
2023-09-05,Новосибирск,google,3096.33,41
2023-09-03,Москва,google,4428.63,59
2023-09-02,Москва,youtube,2538.19,18
2023-09-04,Москва,google,4602.86,76
2023-09-01,Москва,youtube,4236.3,84
2023-09-05,Москва,youtube,4765.65,36
2023-09-02,Санкт-Петербург,youtube,2459.51,21
2023-09-03,Екатеринбург,youtube,3586.18,3
2023-09-05,Новосибирск,google,4449.74,89
2023-09-02,Екатеринбург,google,4225.9,93
2023-09-05,Москва,instagram,257.89,86
2023-09-03,Москва,influencers,2021.03,40
2023-09-01,Санкт-Петербург,tv,1738.57,60
2023-09-03,Москва,influencers,4992.83,35
2023-09-05,Москва,google,1337.56,78
2023-09-04,Москва,instagram,2926.42,48
2023-09-03,Омск,youtube,4776.88,28
2023-09-04,Нижний Новгород,google,4690.63,65
2023-09-01,Москва,influencers,1444.78,83
2023-09-02,Москва,tv,4122.0,88
2023-09-04,Москва,youtube,555.1,42
2023-09-04,Екатеринбург,google,4214.85,51
2023-09-03,Челябинск,instagram,4565.09,78
2023-09-01,Москва,google,3913.36,73
2023-09-05,Москва,google,4933.62,63
2023-09-05,Москва,tv,951.33,49
2023-09-05,Москва,influencers,3104.38,68
2023-09-04,Москва,influencers,2459.75,93
2023-09-02,Москва,influencers,2943.22,79
2023-09-03,Москва,instagram,3104.49,88
2023-09-01,Санкт-Петербург,google,1927.43,43
2023-09-01,Санкт-Петербург,instagram,530.42,3
2023-09-05,Санкт-Петербург,facebook,1871.59,31
2023-09-04,Москва,google,897.34,96
2023-09-01,Новосибирск,instagram,4371.75,11
2023-09-05,Москва,facebook,3567.38,11
2023-09-04,Ростов-на-Дону,facebook,4573.24,70
2023-09-01,Екатеринбург,tv,4788.14,31
2023-09-01,Москва,google,4281.07,88
2023-09-01,Екатеринбург,influencers,4159.69,44
2023-09-02,Москва,influencers,1258.24,95
2023-09-01,Москва,youtube,4874.16,52
2023-09-02,Москва,tv,2292.43,81
2023-09-03,Москва,youtube,4740.57,51
2023-09-03,Москва,youtube,2865.16,33
2023-09-03,Москва,youtube,2584.07,89
2023-09-02,Москва,youtube,3642.24,65
2023-09-02,Омск,influencers,2036.02,1
2023-09-04,Санкт-Петербург,google,1229.1,41
2023-09-05,Москва,influencers,1705.42,42
2023-09-05,Москва,google,562.25,18
2023-09-02,Москва,influencers,3460.4,84
2023-09-04,Нижний Новгород,influencers,1799.92,70
2023-09-03,Самара,google,2129.46,10
2023-09-04,Санкт-Петербург,influencers,1087.8,67
2023-09-02,Санкт-Петербург,google,508.21,92
2023-09-04,Казань,tv,4467.13,64
2023-09-04,Москва,instagram,2938.39,65
2023-09-04,Москва,google,4653.17,29
2023-09-04,Москва,facebook,4397.32,18
2023-09-05,Москва,google,814.86,9
2023-09-05,Москва,google,1583.97,31
2023-09-03,Москва,youtube,4693.75,49
2023-09-04,Москва,tv,2683.84,11
2023-09-02,Екатеринбург,tv,2278.51,12
2023-09-02,Санкт-Петербург,youtube,724.52,33
2023-09-05,Москва,youtube,537.12,73
2023-09-03,Санкт-Петербург,facebook,4674.87,95
2023-09-05,Москва,google,3466.42,81
2023-09-02,Санкт-Петербург,tv,262.59,29
2023-09-02,Москва,instagram,960.4,6
2023-09-04,Омск,influencers,887.21,71
2023-09-05,Москва,facebook,1275.92,76
2023-09-01,Санкт-Петербург,influencers,1903.29,4
2023-09-04,Санкт-Петербург,facebook,870.71,43
2023-09-03,Москва,instagram,4376.4,84
2023-09-01,Москва,facebook,4524.29,97
2023-09-03,Москва,influencers,1102.71,61
2023-09-03,Казань,youtube,381.74,57
2023-09-01,Санкт-Петербург,influencers,3052.24,77
2023-09-04,Москва,youtube,1728.26,95
2023-09-01,Санкт-Петербург,facebook,798.08,46
2023-09-04,Москва,facebook,3353.78,63
